179 -3.683 -3.350
180 -2.939 -2.357
181 -2.192 -1.337
182 -1.504 -1.369
183 -0.927 -0.649
184 -0.507 -0.432
185 -0.270 0.308
186 -0.227 0.674
187 -0.368 0.090
188 -0.665 0.332
189 -1.076 -0.563
190 -1.545 -0.817
191 -2.013 -1.828
192 -2.419 -2.075
193 -2.709 -2.035
194 -2.839 -1.890
195 -2.782 -2.637
196 -2.529 -1.888
197 -2.089 -1.936
198 -1.490 -1.426
199 -0.775 0.094
200 0.000 0.168
201 0.775 0.820
202 1.490 2.137
203 2.089 2.646
204 2.529 3.071
205 2.782 3.673
206 2.839 3.382
207 2.709 3.677
208 2.419 3.196
209 2.013 2.664
210 1.545 1.845
211 1.076 1.125
212 0.665 0.861
213 0.368 0.803
214 0.227 0.244
215 0.270 1.232
216 0.507 1.210
217 0.927 1.845
218 1.504 1.923
219 2.192 2.891
220 2.939 3.060
221 3.683 4.521
222 4.363 5.247
223 4.925 5.080
224 5.325 5.836
225 5.536 6.058
226 5.547 6.538
227 5.369 5.520
228 5.028 5.703
229 4.569 4.623
230 4.045 4.065
231 3.517 4.051
232 3.046 3.145
233 2.686 3.043
234 2.479 2.569
235 2.455 2.786
236 2.622 3.560
237 2.971 3.295
238 3.473 3.771
239 4.086 4.491
240 4.755 5.420
241 5.420 5.708
242 6.018 6.472
243 6.498 7.359
244 6.814 7.228
245 6.938 7.409
246 6.863 7.686
247 6.596 6.712
248 6.166 6.244
249 5.616 6.548
250 5.000 5.816
251 4.379 5.269
252 3.815 4.584
253 3.360 3.749
254 3.058 3.102
255 2.938 3.908
256 3.009 3.921
257 3.262 3.297
258 3.667 4.479
259 4.183 4.459
260 4.755 5.535
261 5.322 5.844
262 5.824 6.634
263 6.207 6.777
264 6.426 7.305
265 6.455 7.046
266 6.284 7.185
267 5.922 6.738
268 5.397 6.312
269 4.753 5.643
270 4.045 4.956
271 3.333 3.912
272 2.677 3.545
273 2.133 2.187
274 1.743 1.873
275 1.536 1.817
276 1.521 2.046
277 1.689 2.642
278 2.012 2.410
279 2.447 2.741
280 2.939 3.513
281 3.428 3.641
282 3.855 4.038
283 4.163 4.196
284 4.311 4.603
285 4.270 5.189
286 4.031 4.033
287 3.604 4.498
288 3.016 3.970
289 2.312 3.126
290 1.545 1.715
291 0.777 1.200
292 0.068 0.403
293 -0.527 0.453
294 -0.965 0.028
295 -1.218 -0.314
296 -1.275 -1.015
297 -1.147 -0.563
298 -0.862 -0.452
299 -0.461 -0.287
300 0.000 0.163
301 0.461 0.781
302 0.862 1.306
303 1.147 1.177
304 1.275 1.650
305 1.218 1.792
306 0.965 1.277
307 0.527 1.117
308 -0.068 0.148
309 -0.777 -0.067
310 -1.545 -0.661
311 -2.312 -1.832
312 -3.016 -2.403
313 -3.604 -2.846
314 -4.031 -3.518
315 -4.270 -3.365
316 -4.311 -3.635
317 -4.163 -3.647
318 -3.855 -3.056
319 -3.428 -3.109
320 -2.939 -2.920
321 -2.446 -1.787
322 -2.012 -1.270
323 -1.689 -1.644
324 -1.521 -0.883
325 -1.536 -0.801
326 -1.743 -0.794
327 -2.133 -1.544
328 -2.677 -2.669
329 -3.333 -2.975
330 -4.045 -3.282
331 -4.753 -4.582
332 -5.397 -5.028
333 -5.922 -5.025
334 -6.284 -6.083
335 -6.455 -5.711
336 -6.426 -6.266
337 -6.207 -6.004
338 -5.824 -5.801
339 -5.322 -5.256
340 -4.755 -3.842
341 -4.183 -3.585
342 -3.667 -3.120
343 -3.262 -3.047
344 -3.009 -2.654
345 -2.938 -2.879
346 -3.058 -2.938
347 -3.360 -3.330
348 -3.815 -3.550
349 -4.380 -3.771
350 -5.000 -4.651
351 -5.616 -5.331
352 -6.166 -5.899
353 -6.596 -6.506
354 -6.863 -6.843
355 -6.938 -6.343
356 -6.814 -6.299
357 -6.498 -5.529
358 -6.018 -5.835
359 -5.419 -4.896
360 -4.755 -4.738
361 -4.086 -3.449
362 -3.473 -3.089
363 -2.971 -2.895
364 -2.622 -2.399
365 -2.455 -2.179
366 -2.479 -1.969
367 -2.686 -2.302
368 -3.046 -2.567
369 -3.517 -2.984
370 -4.045 -3.905
371 -4.569 -4.487
372 -5.028 -4.898
373 -5.369 -4.682
374 -5.547 -5.250
375 -5.536 -5.051
376 -5.325 -4.578
377 -4.925 -4.818
378 -4.363 -3.848
379 -3.683 -3.672
380 -2.939 -2.533
381 -2.192 -1.638
382 -1.504 -0.517
383 -0.927 -0.564
384 -0.507 -0.172
385 -0.270 -0.264
386 -0.227 0.732
387 -0.368 0.482
388 -0.665 0.001
389 -1.076 -0.244
390 -1.545 -1.482
391 -2.013 -1.330
392 -2.419 -1.951
393 -2.709 -2.572
394 -2.839 -2.390
395 -2.782 -2.090
396 -2.529 -2.116
397 -2.089 -1.130
398 -1.490 -0.724
399 -0.775 0.118
400 0.000 0.491
401 0.775 1.681
402 1.490 2.155
403 2.089 2.401
404 2.529 2.812
405 2.782 3.434
406 2.839 3.636
407 2.709 2.738
408 2.419 2.869
409 2.013 2.015
410 1.545 2.276
411 1.076 1.932
412 0.665 0.911
413 0.368 0.776
414 0.227 0.446
415 0.270 0.851
416 0.507 0.921
417 0.927 1.795
418 1.504 1.625
419 2.192 2.962
420 2.939 3.638
421 3.683 3.867
422 4.363 4.505
423 4.925 5.783
424 5.325 5.336
425 5.536 6.127
426 5.547 5.786
427 5.369 5.794
428 5.028 5.577
429 4.569 4.573
430 4.045 4.052
431 3.517 4.248
432 3.046 3.646
433 2.686 3.358
434 2.479 2.521
435 2.455 3.338
436 2.622 2.635
437 2.971 3.500
438 3.473 4.075
439 4.086 4.549
440 4.755 4.976
441 5.420 5.443
442 6.019 6.028
443 6.498 6.966
444 6.814 7.245
445 6.938 7.857
446 6.863 7.602
447 6.596 7.131
448 6.166 6.952
449 5.616 6.476
450 5.000 5.305
451 4.379 4.863
452 3.815 4.549
453 3.360 3.807
454 3.058 3.399
455 2.938 3.684
456 3.009 3.738
457 3.262 3.532
458 3.667 4.528
459 4.183 4.460
460 4.755 5.720
461 5.322 6.190
462 5.824 6.522
463 6.207 6.772
464 6.426 6.655
465 6.455 7.195
466 6.284 6.421
467 5.922 6.164
468 5.397 6.357
469 4.753 5.183
470 4.045 4.441
471 3.333 4.204
472 2.677 3.130
473 2.133 2.538
474 1.743 2.081
475 1.536 2.110
476 1.521 1.844
477 1.689 2.457
478 2.012 2.811
479 2.447 3.246
480 2.939 3.566
481 3.428 3.531
482 3.855 4.137
483 4.163 4.214
484 4.311 4.552
485 4.270 4.584
486 4.031 4.828
487 3.604 4.574
488 3.016 3.600
489 2.312 2.969
490 1.545 2.482
491 0.777 1.326
492 0.068 0.282
493 -0.527 -0.202
494 -0.965 -0.161
495 -1.218 -0.775
496 -1.275 -1.211
497 -1.147 -0.516
498 -0.862 -0.487
499 -0.461 0.253
500 0.000 0.060
501 0.461 1.232
502 0.862 1.447
503 1.147 1.660
504 1.275 2.141
505 1.218 1.831
506 0.965 1.742
507 0.527 1.406
508 -0.068 0.312
509 -0.777 -0.201
510 -1.545 -0.868
511 -2.312 -1.614
512 -3.016 -2.647
513 -3.604 -2.954
514 -4.031 -3.282
515 -4.270 -3.660
516 -4.311 -3.347
517 -4.163 -3.928
518 -3.855 -3.586
519 -3.428 -3.191
520 -2.939 -2.357
521 -2.446 -1.549
522 -2.012 -1.536
523 -1.689 -1.203
524 -1.521 -1.300
525 -1.536 -1.257
526 -1.743 -0.814
527 -2.133 -1.157
528 -2.677 -2.076
529 -3.333 -2.339
530 -4.045 -3.665
531 -4.753 -4.092
532 -5.397 -4.632
533 -5.922 -4.957
534 -6.284 -5.419
535 -6.455 -6.135
536 -6.426 -6.159
537 -6.207 -5.566
538 -5.824 -5.625
539 -5.322 -4.984
540 -4.755 -3.848
541 -4.183 -3.307
542 -3.667 -3.632
543 -3.262 -2.986
544 -3.009 -2.794
545 -2.938 -2.464
546 -3.058 -2.482
547 -3.360 -3.182
548 -3.815 -3.416
549 -4.380 -3.844
550 -5.000 -4.894
551 -5.616 -4.635
552 -6.166 -5.734
553 -6.596 -6.014
554 -6.863 -6.397
555 -6.938 -6.595
556 -6.814 -6.262
557 -6.498 -6.414
558 -6.018 -6.010
559 -5.419 -5.267
560 -4.755 -4.678
561 -4.086 -3.698
562 -3.473 -2.970
563 -2.971 -2.439
564 -2.622 -2.580
565 -2.455 -2.088
566 -2.479 -1.936
567 -2.686 -2.376
568 -3.046 -2.347
569 -3.517 -2.775
570 -4.045 -3.397
571 -4.569 -3.964
572 -5.028 -4.721
573 -5.369 -4.996
574 -5.547 -4.666
575 -5.536 -5.013
576 -5.325 -4.478
577 -4.925 -4.468
578 -4.363 -3.972
579 -3.683 -3.438
580 -2.939 -2.256
581 -2.192 -2.005
582 -1.504 -0.588
583 -0.927 -0.122
584 -0.507 0.263
585 -0.270 -0.199
586 -0.227 -0.080
587 -0.368 -0.357
588 -0.665 -0.510
589 -1.076 -0.921
590 -1.545 -0.691
591 -2.013 -1.090
592 -2.419 -2.185
593 -2.709 -2.353
594 -2.839 -2.694
595 -2.782 -2.506
596 -2.529 -1.805
597 -2.089 -1.401
598 -1.489 -0.903
599 -0.775 -0.353
600 0.000 0.119
601 0.775 1.699
602 1.490 2.207
603 2.089 2.205
604 2.529 2.825
605 2.782 3.380
606 2.839 3.168
607 2.709 2.851
608 2.419 3.164
609 2.013 2.424
610 1.545 1.622
611 1.076 1.503
612 0.665 1.263
613 0.368 1.361
614 0.227 0.458
615 0.270 0.327
616 0.507 0.570
617 0.927 0.995
618 1.504 1.572
619 2.192 3.101
620 2.939 3.853
621 3.683 4.295
622 4.363 4.885
623 4.925 5.072
624 5.325 6.294
625 5.536 6.203
626 5.547 5.971
627 5.369 5.751
628 5.028 5.072
629 4.569 5.269
630 4.045 4.849
631 3.517 4.371
632 3.046 3.360
633 2.686 3.206
634 2.479 3.449
635 2.455 3.065
636 2.622 3.430
637 2.971 3.961
638 3.473 3.916
639 4.086 4.328
640 4.755 5.155
641 5.420 5.940
642 6.018 6.687
643 6.498 7.186
644 6.814 7.017
645 6.938 7.528
646 6.863 7.609
647 6.596 6.862
648 6.166 6.824
649 5.616 6.120
650 5.000 5.866
651 4.379 4.641
652 3.815 3.931
653 3.360 3.747
654 3.058 3.467
655 2.938 3.022
656 3.009 3.062
657 3.262 3.785
658 3.667 4.133
659 4.183 4.971
660 4.755 5.669
661 5.322 6.282
662 5.824 6.465
663 6.207 6.434
664 6.426 6.595
665 6.455 6.755
666 6.284 6.811
667 5.922 6.590
668 5.397 5.686
669 4.753 5.723
670 4.045 4.955
671 3.333 3.712
672 2.677 2.857
673 2.133 2.712
674 1.743 2.501
675 1.536 1.919
676 1.521 2.380
677 1.689 2.192
678 2.012 2.351
679 2.447 2.654
680 2.939 3.636
681 3.428 3.632
682 3.855 4.324
683 4.163 4.976
684 4.311 4.592
685 4.270 4.838
686 4.031 4.618
687 3.604 3.628
688 3.016 3.107
689 2.312 3.055
690 1.545 2.357
691 0.777 1.472
692 0.068 0.770
693 -0.527 -0.075
694 -0.965 -0.353
695 -1.218 -0.656
696 -1.275 -0.522
697 -1.147 -1.009
698 -0.862 -0.633
699 -0.461 0.271
700 0.000 0.799
701 0.461 0.599
702 0.862 1.664
703 1.147 2.126
704 1.275 1.682
705 1.218 1.777
706 0.965 1.016
707 0.527 0.793
708 -0.068 -0.007
709 -0.777 -0.697
710 -1.545 -1.382
711 -2.312 -1.864
712 -3.016 -2.731
713 -3.604 -2.972
714 -4.031 -3.770
715 -4.270 -3.704
716 -4.311 -3.421
717 -4.163 -3.315
718 -3.855 -3.574
719 -3.428 -2.447
720 -2.939 -2.348
721 -2.446 -2.354
722 -2.012 -1.647
723 -1.689 -0.706
724 -1.521 -0.976
725 -1.536 -0.559
726 -1.743 -1.509
727 -2.133 -1.145
728 -2.677 -1.871
729 -3.333 -2.870
730 -4.045 -3.636
731 -4.753 -4.149
732 -5.397 -4.795
733 -5.922 -5.712
734 -6.284 -6.012
735 -6.455 -5.756
736 -6.426 -5.657
737 -6.207 -5.884
738 -5.824 -5.169
739 -5.322 -4.802
740 -4.755 -4.352
741 -4.183 -3.365
742 -3.667 -2.698
743 -3.262 -2.884
744 -3.009 -2.870
745 -2.938 -2.018
746 -3.058 -2.423
747 -3.360 -3.331
748 -3.815 -3.358
749 -4.380 -3.464
750 -5.000 -4.300
751 -5.616 -4.878
752 -6.166 -6.159
753 -6.596 -6.531
754 -6.863 -6.142
755 -6.938 -6.696
756 -6.814 -6.082
757 -6.498 -5.543
758 -6.018 -5.098
759 -5.419 -4.882
760 -4.755 -4.647
761 -4.086 -3.757
762 -3.473 -3.333
763 -2.971 -2.571
764 -2.622 -2.393
765 -2.455 -2.043
766 -2.479 -2.381
767 -2.686 -1.997
768 -3.046 -2.621
769 -3.517 -2.763
770 -4.045 -3.146
771 -4.569 -3.740
772 -5.028 -4.767
773 -5.369 -4.812
774 -5.547 -4.650
775 -5.536 -5.135
776 -5.325 -4.849
777 -4.925 -4.394
778 -4.363 -3.933
779 -3.683 -3.059
780 -2.939 -2.493
781 -2.192 -2.063
782 -1.504 -1.143
783 -0.927 -0.783
784 -0.507 0.378
785 -0.270 0.502
786 -0.227 -0.151
787 -0.368 0.249
788 -0.665 -0.248
789 -1.076 -0.079
790 -1.545 -1.392
791 -2.013 -1.488
792 -2.419 -2.404
793 -2.709 -2.415
794 -2.839 -1.914
795 -2.782 -2.538
796 -2.529 -2.133
797 -2.089 -1.376
798 -1.489 -0.866
799 -0.775 0.047
800 0.000 0.466
801 0.775 1.297
802 1.490 1.830
803 2.089 2.507
804 2.529 3.298
805 2.782 3.018
806 2.839 3.658
807 2.709 3.645
808 2.419 2.877
809 2.013 2.261
810 1.545 2.104
811 1.076 1.670
812 0.665 0.732
813 0.368 1.288
814 0.227 0.965
815 0.270 1.223
816 0.507 1.199
817 0.927 1.742
818 1.504 2.073
819 2.192 2.300
820 2.939 3.440
821 3.683 4.095
822 4.363 4.686
823 4.925 5.441
824 5.325 6.031
825 5.536 5.783
826 5.547 5.997
827 5.369 6.162
828 5.028 5.988
829 4.569 5.333
830 4.045 4.349
831 3.517 3.633
832 3.046 4.022
833 2.686 3.330
834 2.479 2.703
835 2.455 3.199
836 2.622 3.192
837 2.971 3.013
838 3.473 4.152
839 4.086 4.804
840 4.755 5.736
841 5.420 5.657
842 6.019 6.331
843 6.498 6.545
844 6.814 7.662
845 6.938 6.987
846 6.863 7.553
847 6.596 6.825
848 6.166 6.720
849 5.616 5.874
850 5.000 5.027
851 4.379 5.124
852 3.815 4.486
853 3.360 3.710
854 3.058 4.009
855 2.938 3.004
856 3.009 3.296
857 3.262 3.663
858 3.667 4.216
859 4.183 5.120
860 4.755 4.919
861 5.322 6.175
862 5.824 6.567
863 6.207 6.346
864 6.426 6.612
865 6.455 7.422
866 6.284 6.857
867 5.922 6.369
868 5.397 5.405
869 4.753 5.005
870 4.045 4.209
871 3.333 4.012
872 2.677 2.856
873 2.133 2.609
874 1.743 2.470
875 1.536 2.253
876 1.521 1.737
877 1.689 2.105
878 2.012 2.958
879 2.447 2.907
880 2.939 3.304
881 3.428 4.091
882 3.855 4.060
883 4.163 4.889
884 4.311 4.323
885 4.270 4.425
886 4.031 4.513
887 3.604 4.594
888 3.016 3.262
889 2.312 2.343
890 1.545 2.472
891 0.777 0.877
892 0.068 0.952
893 -0.527 0.142
894 -0.965 -0.726
895 -1.218 -0.457
896 -1.275 -0.949
897 -1.147 -0.644
898 -0.862 -0.655
899 -0.461 -0.127
900 0.000 0.445
901 0.461 0.832
902 0.862 1.566
903 1.148 1.772
904 1.275 1.813
905 1.218 1.648
906 0.965 0.996
907 0.527 1.281
908 -0.068 0.468
909 -0.777 0.200
910 -1.545 -1.332
911 -2.312 -1.721
912 -3.016 -2.376
913 -3.604 -3.186
914 -4.031 -4.025
915 -4.270 -3.928
916 -4.311 -4.047
917 -4.163 -3.674
918 -3.855 -3.523
919 -3.428 -2.918
920 -2.939 -2.419
921 -2.446 -2.188
922 -2.012 -1.401
923 -1.689 -1.596
924 -1.521 -0.904
925 -1.536 -0.996
926 -1.743 -0.889
927 -2.133 -1.190
928 -2.677 -2.635
929 -3.333 -2.582
930 -4.045 -3.077
931 -4.753 -4.266
932 -5.397 -5.275
933 -5.922 -5.251
934 -6.284 -5.482
935 -6.455 -5.795
936 -6.426 -5.635
937 -6.207 -5.374
938 -5.824 -5.721
939 -5.322 -5.306
940 -4.755 -4.256
941 -4.183 -3.867
942 -3.667 -3.369
943 -3.262 -2.433
944 -3.009 -2.584
945 -2.938 -2.634
946 -3.058 -2.196
947 -3.360 -2.671
948 -3.815 -3.022
949 -4.380 -4.187
950 -5.000 -4.111
951 -5.616 -5.304
952 -6.166 -6.025
953 -6.596 -6.097
954 -6.863 -6.767
955 -6.938 -6.490
956 -6.814 -6.084
957 -6.498 -5.548
958 -6.018 -5.937
959 -5.419 -4.957
960 -4.755 -4.364
961 -4.086 -4.038
962 -3.473 -2.523
963 -2.971 -2.458
964 -2.622 -2.213
965 -2.455 -2.014
966 -2.479 -1.616
967 -2.686 -1.796
968 -3.046 -2.082
969 -3.517 -2.861
970 -4.045 -3.139
971 -4.569 -4.417
972 -5.028 -4.056
973 -5.369 -5.166
974 -5.547 -4.565
975 -5.536 -5.450
976 -5.325 -4.817
977 -4.925 -4.082
978 -4.363 -3.898
979 -3.683 -3.383
980 -2.939 -2.213
981 -2.192 -1.838
982 -1.504 -1.201
983 -0.927 -0.370
984 -0.507 0.036
985 -0.270 0.129
986 -0.227 -0.223
987 -0.368 -0.096
988 -0.665 -0.627
989 -1.076 -0.991
990 -1.545 -0.810
991 -2.013 -1.584
992 -2.419 -1.595
993 -2.709 -2.335
994 -2.839 -2.207
995 -2.782 -2.550
996 -2.529 -1.714
997 -2.089 -1.905
998 -1.490 -1.369
999 -0.775 -0.307
